0,gold formula
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[3,25] ( eventually ( not ( not ( always[6,25] ( always ( ( x_0 <= 0.2799 until[32,35] x_2 >= -0.7741 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[32,inf] ( always[24,inf] ( always[9,inf] ( ( not ( eventually[16,31] ( not ( x_2 >= 1.0844 ) ) ) and not ( ( ( x_0 >= 0.0699 and x_1 <= -0.2886 ) until[13,34] ( x_2 >= -0.8078 or x_2 <= 0.4057 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always[1,23] ( eventually[3,inf] ( always[25,inf] ( eventually ( ( ( x_1 >= -0.021 until[20,inf] x_2 >= 0.075 ) and not ( x_1 >= 0.3572 ) ) ) ) ) ) and always[34,36] ( eventually[0,2] ( eventually[23,31] ( not ( not ( not ( x_2 <= 2.4167 ) ) ) ) ) ) )"
x_[[[[[[[[1 x_1 1 x_1 1 1 1 1 1 x_1 1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_x_1 x_x_x_x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_[[ x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"always[10,16] ( not ( always[18,25] ( eventually[14,34] ( ( ( ( x_2 >= -1.1159 or x_1 <= -0.307 ) until[8,23] not ( x_0 <= 2.2781 ) ) and eventually[10,19] ( ( x_1 <= 2.3635 or x_1 >= 1.0227 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( ( not ( not ( ( ( ( x_0 <= 2.1931 until x_2 <= -0.4111 ) and not ( x_2 <= 1.0316 ) ) and not ( not ( x_0 <= 0.0464 ) ) ) ) ) until[12,27] not ( not ( eventually[9,16] ( ( ( x_0 >= -1.7036 and x_0 <= 1.1968 ) until ( x_0 <= -1.4808 or x_2 >= 1.0561 ) ) ) ) ) ) until[7,inf] not ( ( always[30,32] ( always ( ( ( x_2 <= 0.1254 until[16,inf] x_2 >= -1.0684 ) and ( x_1 <= 0.8436 and x_1 <= 0.3733 ) ) ) ) or always[2,9] ( not ( ( ( x_0 >= 0.1362 until[12,inf] x_1 >= 0.849 ) and ( x_2 >= 1.9132 until[10,inf] x_2 <= 0.6631 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"eventually ( not ( eventually[26,30] ( ( ( not ( ( x_2 >= -0.589 or x_0 >= -1.0117 ) ) until not ( eventually[11,36] ( x_0 >= -0.7861 ) ) ) and not ( always[5,30] ( always ( x_2 >= -0.1507 ) ) ) ) ) ) )"
x_[[[[[[[[[x_x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                 x_[[[[[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_                                      x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"( always[11,20] ( not ( not ( ( ( not ( x_2 >= 0.442 ) or ( x_0 <= 0.8115 and x_2 >= 0.1728 ) ) or not ( ( x_1 <= 0.4503 or x_0 >= 0.343 ) ) ) ) ) ) until[28,inf] not ( eventually[6,inf] ( ( not ( ( ( x_0 <= 2.236 or x_1 >= 1.0077 ) or ( x_2 >= -1.45 and x_0 >= -0.5252 ) ) ) and ( always[12,inf] ( not ( x_2 >= 0.6313 ) ) and ( not ( x_1 >= 0.9369 ) and not ( x_1 >= 0.0682 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( not ( eventually[12,inf] ( ( ( ( x_2 >= 1.5297 until[1,inf] x_0 <= -1.3263 ) and not ( x_0 >= -0.1729 ) ) and eventually[3,inf] ( always[16,inf] ( x_1 <= 0.61 ) ) ) ) ) ) until[34,inf] ( always ( not ( not ( ( ( x_2 <= 0.7697 or x_1 >= -1.0706 ) and not ( x_0 <= 0.9567 ) ) ) ) ) until[2,inf] eventually ( ( ( always ( ( x_2 >= -0.1702 until x_2 >= -0.2389 ) ) or not ( ( x_2 <= -0.7633 until[9,31] x_1 <= -0.3226 ) ) ) and always[17,21] ( not ( always ( x_0 <= -0.4897 ) ) ) ) ) ) )"
_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_1 x_1 x_1 x_11211111 x_11111111111111111111111111112121212121212121212121212121212121212122222222222222222222222222222222222222222222222222x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"not ( not ( eventually[11,33] ( ( not ( not ( always[28,35] ( x_1 >= 0.1954 ) ) ) or ( ( ( x_1 <= 0.0235 and x_2 <= -1.7686 ) until[3,inf] not ( x_0 >= 0.481 ) ) or ( ( x_1 <= -1.1155 and x_1 >= 0.1321 ) and always[24,31] ( x_2 >= 1.2489 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[11,20] ( ( always ( always[3,inf] ( eventually[29,31] ( ( not ( x_2 >= -0.2561 ) and ( x_2 <= -0.7205 and x_0 >= -0.3723 ) ) ) ) ) until[1,inf] not ( ( ( ( ( x_2 >= -0.3478 or x_1 <= 0.3574 ) and ( x_1 <= -0.1269 until[3,16] x_1 >= 0.3294 ) ) and not ( ( x_1 <= -1.3631 and x_0 >= 1.496 ) ) ) until always ( not ( ( x_2 >= -1.2129 or x_2 <= 1.2651 ) ) ) ) ) ) )"
x_[[[[[[[1 1 1 1 1 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111 x_111111111111 x_1111 x_1111111 x_1111111111 x_1 x_1111111 x_111111 x_1111111 x_1111 x_1111 x_1111 x_11111 x_1111 x_11111 x_1111 x_1111 x_11 x_11111 x_11111 x_1111 x_1111111 x_11111 x_11111111 x_11111111 x_111111 x_1111111111111111111111 111111111111111111111111111111111111111111111111111111111111111111111111111111,"always ( always[0,21] ( ( not ( not ( always[33,inf] ( eventually[16,33] ( x_0 <= 1.147 ) ) ) ) or ( ( ( eventually[17,27] ( x_2 <= 0.3736 ) and not ( x_0 <= -0.1915 ) ) and not ( ( x_0 >= 1.3531 and x_1 >= 0.0828 ) ) ) or eventually[25,29] ( ( ( x_0 >= -0.0492 or x_1 >= -1.283 ) until[9,15] ( x_1 <= -1.092 until[4,27] x_0 >= 1.8975 ) ) ) ) ) ) )"
2 333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"eventually[10,13] ( ( always ( always ( eventually[6,inf] ( always[0,18] ( eventually[1,13] ( x_2 >= -0.3911 ) ) ) ) ) and not ( ( always[14,20] ( not ( ( x_1 <= -0.9192 or x_1 <= -0.1751 ) ) ) and ( ( ( x_2 <= 1.3253 or x_2 <= 1.2064 ) and not ( x_2 >= -0.9198 ) ) and ( eventually[1,11] ( x_1 <= -1.5328 ) and ( x_2 >= -1.0509 or x_0 >= -1.5715 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( eventually[24,28] ( ( ( not ( ( x_2 >= 0.1211 or x_1 >= -0.2099 ) ) or not ( eventually[27,31] ( x_2 >= 0.072 ) ) ) or eventually[15,inf] ( ( ( x_1 <= 1.9558 or x_1 <= -0.8227 ) until[22,inf] ( x_1 >= 0.3674 and x_2 >= -0.3 ) ) ) ) ) ) until not ( not ( not ( ( ( eventually[5,24] ( x_2 <= 1.4305 ) or always[3,27] ( x_2 >= -0.4927 ) ) and ( ( x_2 >= 0.2149 and x_1 <= -0.4546 ) or not ( x_0 >= -0.5901 ) ) ) ) ) ) )"
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,"always ( always[31,33] ( ( always[3,9] ( ( always[31,inf] ( always[26,28] ( x_1 >= -0.8966 ) ) or ( ( x_2 <= -0.811 or x_2 <= 0.4898 ) and ( x_1 <= -0.1519 and x_2 >= 0.1169 ) ) ) ) and always[1,27] ( ( not ( eventually[28,31] ( x_0 <= -0.4143 ) ) and always[23,inf] ( not ( x_1 >= 2.0063 ) ) ) ) ) ) )"
x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 x_1 1 x_1 x_1 x_1 x_1 x_1 1 x_1 x_1 1 1 x_1 x_1 1 x_1 1 x_1 1 1 x_1 1 1 x_1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 11111111111 1 1 1 1 1 111111111111111 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,"eventually[8,20] ( eventually[6,24] ( eventually ( always[0,25] ( ( eventually[7,24] ( ( x_0 >= 1.7562 or x_0 <= 0.9023 ) ) or ( ( x_0 <= -2.6494 until[4,20] x_1 >= 1.0126 ) or ( x_0 >= 1.5042 and x_2 <= -2.8496 ) ) ) ) ) ) )"
x_[[x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"always[4,25] ( ( always[10,14] ( always[34,inf] ( ( not ( not ( x_1 >= 1.1194 ) ) or eventually ( not ( x_2 <= -0.7854 ) ) ) ) ) or ( always[0,27] ( not ( always[4,14] ( always[8,inf] ( x_2 >= 1.7502 ) ) ) ) and ( ( not ( eventually[2,23] ( x_2 >= 0.6796 ) ) and always[14,28] ( eventually[19,inf] ( x_1 <= 1.4825 ) ) ) or ( ( not ( x_0 >= -1.0472 ) until always[29,31] ( x_1 >= 2.1427 ) ) until[2,24] not ( ( x_2 <= 0.125 and x_0 >= -0.306 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always[28,36] ( ( eventually[2,26] ( ( ( not ( always[31,inf] ( x_0 <= -0.7042 ) ) and not ( not ( x_1 <= -0.4533 ) ) ) or ( ( not ( x_1 >= 0.4446 ) until[18,32] ( x_0 >= -0.2098 and x_1 <= -1.5712 ) ) and always ( ( x_1 <= -1.1196 until[27,34] x_1 <= 0.2504 ) ) ) ) ) and ( eventually ( ( not ( ( x_2 <= 0.4681 and x_1 <= 1.2936 ) ) and not ( ( x_1 >= 0.1866 until[0,23] x_0 <= -0.0478 ) ) ) ) until[4,7] ( eventually ( always[5,12] ( eventually[9,16] ( x_2 <= 0.1884 ) ) ) or not ( always[28,31] ( ( x_0 >= 0.2407 and x_0 <= -0.0131 ) ) ) ) ) ) )"
x_x_x_x_x_x_x_x_x_x_x_x_    x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x_x,"always[7,29] ( not ( not ( always[11,inf] ( ( ( always[19,inf] ( x_0 >= -1.2955 ) or ( x_1 >= 1.601 and x_0 <= -0.3596 ) ) or not ( eventually[0,10] ( x_1 <= 1.7616 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"always ( not ( ( ( ( not ( ( x_1 >= -0.4991 until[8,24] x_0 <= 2.3306 ) ) or ( ( x_2 <= -0.6025 or x_2 >= -0.8571 ) until[30,36] not ( x_1 <= -0.1375 ) ) ) or ( ( always[18,34] ( x_0 >= -1.1186 ) and always[34,36] ( x_0 >= -0.9512 ) ) or ( ( x_0 >= -0.6438 or x_2 <= -0.0205 ) until[13,35] not ( x_1 >= -0.799 ) ) ) ) and always ( ( ( eventually[18,22] ( x_0 >= 0.0443 ) or always[25,inf] ( x_2 >= -1.0336 ) ) until[7,33] not ( eventually ( x_2 >= 0.5817 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( not ( ( not ( ( ( ( x_2 <= 0.4911 or x_1 <= -0.0427 ) or ( x_2 >= 0.0972 or x_0 >= -1.9517 ) ) and ( always[15,26] ( x_1 >= 1.8528 ) and ( x_0 <= 0.8283 until[14,16] x_1 <= -0.6499 ) ) ) ) until[10,inf] not ( not ( not ( ( x_1 >= -0.9935 or x_0 >= 0.5125 ) ) ) ) ) ) until[15,inf] not ( eventually[12,inf] ( not ( ( ( not ( x_0 <= 0.6043 ) until ( x_2 >= 0.2043 and x_1 >= -1.9054 ) ) and ( ( x_2 <= 0.0111 and x_2 <= -1.1634 ) or always[20,31] ( x_2 >= -0.2905 ) ) ) ) ) ) )"
33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,"( always[18,inf] ( eventually[3,9] ( ( always[4,inf] ( eventually[1,inf] ( ( x_2 >= -0.7843 or x_2 <= 0.5127 ) ) ) and ( always[4,14] ( ( x_1 <= -0.3975 until x_0 <= 0.9738 ) ) until[10,17] ( ( x_2 >= -0.7581 and x_1 <= 0.3769 ) or ( x_1 <= 0.2925 or x_2 <= 1.7216 ) ) ) ) ) ) and always[14,22] ( ( not ( not ( ( ( x_2 >= -0.5831 or x_2 >= -0.6378 ) until[31,34] not ( x_0 >= 0.0906 ) ) ) ) until[15,22] always[5,inf] ( ( not ( not ( x_1 >= 0.5035 ) ) and not ( eventually ( x_1 <= 0.638 ) ) ) ) ) ) )"
